0.21 -0.01 -0.59
0.04 -0.1 0.4
-0.08 -0.27 -0.33
0.07 0.4 -0.09
0.18 -0.41 -0.23
0.05 -0.15 -0.03
-0.01 0.15 0.2
-0.27 0.23 0.15
0.18 -0.27 0.05
0.21 -0.22 -0.15
-0.24 -0.1 0.19
0.04 -0.32 -0.02
0.32 0.41 0.44
-0.46 0.39 0.07
0.06 0.07 -0.08
0.06 -0.38 -0.5
-0.04 -0.08 -0.11
-0.15 -0.35 0.06
-0.01 0.83 0.71
-0.55 0.4 0.15
-0.23 0.03 0.39
0.2 -0.02 -0.18
-0.15 0.08 -0.18
-0.13 0.61 0.24
0.05 0.26 0.16
-0.05 0.07 0.03
0.41 0.11 0.09
0.21 -0.43 -0.09
0.19 -0.24 0.2
-0.26 -0.33 -0.1
-0.1 -0.14 -0.33
-0.04 -0.38 -0.11
0.49 -0.17 -0.33
-0.17 0.36 -0.06
